Student_ID,Form_No,Class,Student_Name,Surname,Father_Name,Mother_Name,DOB,DOB_Words,Place_of_Birth,District,State,Aadhar,Category,Religion,Mother_Tongue,Physical_Disability,Blood_Group,Address,City,Pin_Code,Emergency_Contact_Name,Emergency_Contact_No,Guardian_Name,Guardian_Relation
293,MRS-0293,Class 6,Riya Mishra,Mishra,Rakesh Mishra,Sunita Mishra,41544,41544,Indore,Indore,Madhya Pradesh,569812000000,SC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Mishra,9916195587,Rakesh Mishra,Father
294,MRS-0294,Class 6,Riya Yadav,Yadav,Rakesh Yadav,Geeta Yadav,41817,41817,Indore,Indore,Madhya Pradesh,709459000000,General,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Yadav,9877224831,Rakesh Yadav,Father
295,MRS-0295,Class 6,Anjali Sharma,Sharma,Sanjay Sharma,Seema Sharma,41418,41418,Indore,Indore,Madhya Pradesh,948680000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Sharma,9752394236,Sanjay Sharma,Father
296,MRS-0296,Class 6,Nikhil Choudhary,Choudhary,Rakesh Choudhary,Poonam Choudhary,41543,41543,Indore,Indore,Madhya Pradesh,330948000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Choudhary,9500988460,Rakesh Choudhary,Father
297,MRS-0297,Class 6,Priya Sharma,Sharma,Prakash Sharma,Sunita Sharma,41344,41344,Indore,Indore,Madhya Pradesh,611991000000,SC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Prakash Sharma,9596105357,Prakash Sharma,Father
298,MRS-0298,Class 6,Sneha Sharma,Sharma,Rakesh Sharma,Rekha Sharma,41840,41840,Indore,Indore,Madhya Pradesh,797714000000,ST,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Sharma,9168814811,Rakesh Sharma,Father
299,MRS-0299,Class 6,Pooja Yadav,Yadav,Anil Yadav,Poonam Yadav,40646,40646,Indore,Indore,Madhya Pradesh,558673000000,SC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Anil Yadav,9222308048,Anil Yadav,Father
300,MRS-0300,Class 6,Pooja Malviya,Malviya,Anil Malviya,Sunita Malviya,41221,41221,Indore,Indore,Madhya Pradesh,713042000000,OBC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Anil Malviya,9229527976,Anil Malviya,Father
301,MRS-0301,Class 6,Anjali Gupta,Gupta,Ashok Gupta,Poonam Gupta,41196,41196,Indore,Indore,Madhya Pradesh,240326000000,General,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Ashok Gupta,9999512639,Ashok Gupta,Father
302,MRS-0302,Class 6,Vikas Patel,Patel,Vijay Patel,Seema Patel,41477,41477,Indore,Indore,Madhya Pradesh,674032000000,ST,Hindu,Hindi,Yes,O+,"Indore, Madhya Pradesh",Indore,452001,Vijay Patel,9983191127,Vijay Patel,Father
303,MRS-0303,Class 6,Shreya Patel,Patel,Anil Patel,Sarla Patel,41577,41577,Indore,Indore,Madhya Pradesh,748284000000,SC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Anil Patel,9253883840,Anil Patel,Father
304,MRS-0304,Class 6,Kavita Choudhary,Choudhary,Sanjay Choudhary,Rekha Choudhary,40769,40769,Indore,Indore,Madhya Pradesh,790054000000,ST,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Choudhary,9177920156,Sanjay Choudhary,Father
305,MRS-0305,Class 6,Anjali Mishra,Mishra,Ashok Mishra,Meena Mishra,41223,41223,Indore,Indore,Madhya Pradesh,114464000000,OBC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Ashok Mishra,9120852486,Ashok Mishra,Father
306,MRS-0306,Class 6,Suresh Yadav,Yadav,Rakesh Yadav,Vinita Yadav,41850,41850,Indore,Indore,Madhya Pradesh,955989000000,SC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Yadav,9905852769,Rakesh Yadav,Father
307,MRS-0307,Class 6,Vikas Verma,Verma,Sanjay Verma,Meena Verma,41575,41575,Indore,Indore,Madhya Pradesh,591914000000,ST,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Verma,9548238541,Sanjay Verma,Father
308,MRS-0308,Class 6,Rohit Gupta,Gupta,Rajesh Gupta,Lata Gupta,41405,41405,Indore,Indore,Madhya Pradesh,172928000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Gupta,9326580790,Rajesh Gupta,Father
309,MRS-0309,Class 6,Riya Gupta,Gupta,Rakesh Gupta,Sunita Gupta,41173,41173,Indore,Indore,Madhya Pradesh,865757000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Gupta,9534225563,Rakesh Gupta,Father
310,MRS-0310,Class 6,Komal Yadav,Yadav,Prakash Yadav,Kiran Yadav,41345,41345,Indore,Indore,Madhya Pradesh,557692000000,SC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Prakash Yadav,9974597544,Prakash Yadav,Father
311,MRS-0311,Class 6,Shreya Malviya,Malviya,Anil Malviya,Meena Malviya,41604,41604,Indore,Indore,Madhya Pradesh,825039000000,ST,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Anil Malviya,9110711535,Anil Malviya,Father
312,MRS-0312,Class 6,Suresh Sharma,Sharma,Anil Sharma,Sarla Sharma,41754,41754,Indore,Indore,Madhya Pradesh,798732000000,OBC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Anil Sharma,9900584587,Anil Sharma,Father
313,MRS-0313,Class 6,Shreya Gupta,Gupta,Vijay Gupta,Seema Gupta,40977,40977,Indore,Indore,Madhya Pradesh,741178000000,ST,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Vijay Gupta,9246518393,Vijay Gupta,Father
314,MRS-0314,Class 6,Riya Malviya,Malviya,Rajesh Malviya,Vinita Malviya,41390,41390,Indore,Indore,Madhya Pradesh,642758000000,ST,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Malviya,9841126708,Rajesh Malviya,Father
315,MRS-0315,Class 6,Priya Verma,Verma,Rakesh Verma,Geeta Verma,40762,40762,Indore,Indore,Madhya Pradesh,790200000000,ST,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Verma,9660549801,Rakesh Verma,Father
316,MRS-0316,Class 6,Suresh Gupta,Gupta,Ashok Gupta,Geeta Gupta,41466,41466,Indore,Indore,Madhya Pradesh,594090000000,ST,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Ashok Gupta,9263769825,Ashok Gupta,Father
317,MRS-0317,Class 6,Kavita Gupta,Gupta,Rajesh Gupta,Rekha Gupta,41835,41835,Indore,Indore,Madhya Pradesh,134394000000,OBC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Gupta,9203608090,Rajesh Gupta,Father
318,MRS-0318,Class 6,Neha Yadav,Yadav,Deepak Yadav,Lata Yadav,41224,41224,Indore,Indore,Madhya Pradesh,321414000000,SC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Deepak Yadav,9692668666,Deepak Yadav,Father
319,MRS-0319,Class 6,Suresh Patel,Patel,Manoj Patel,Lata Patel,41578,41578,Indore,Indore,Madhya Pradesh,659769000000,ST,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Manoj Patel,9287772513,Manoj Patel,Father
320,MRS-0320,Class 6,Aman Agarwal,Agarwal,Sanjay Agarwal,Lata Agarwal,40983,40983,Indore,Indore,Madhya Pradesh,673928000000,ST,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Agarwal,9543106089,Sanjay Agarwal,Father
321,MRS-0321,Class 6,Rohit Patel,Patel,Anil Patel,Lata Patel,41258,41258,Indore,Indore,Madhya Pradesh,630479000000,OBC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Anil Patel,9980159940,Anil Patel,Father
322,MRS-0322,Class 6,Aarti Sharma,Sharma,Manoj Sharma,Sunita Sharma,41156,41156,Indore,Indore,Madhya Pradesh,362759000000,OBC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Manoj Sharma,9996379664,Manoj Sharma,Father
323,MRS-0323,Class 6,Kavita Patel,Patel,Prakash Patel,Seema Patel,41036,41036,Indore,Indore,Madhya Pradesh,168525000000,OBC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Prakash Patel,9392317443,Prakash Patel,Father
324,MRS-0324,Class 6,Rohit Patel,Patel,Rajesh Patel,Kiran Patel,41480,41480,Indore,Indore,Madhya Pradesh,470281000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Patel,9566319929,Rajesh Patel,Father
325,MRS-0325,Class 6,Aarti Yadav,Yadav,Vijay Yadav,Poonam Yadav,41372,41372,Indore,Indore,Madhya Pradesh,140921000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Vijay Yadav,9662604079,Vijay Yadav,Father
326,MRS-0326,Class 6,Aakash Malviya,Malviya,Anil Malviya,Meena Malviya,41482,41482,Indore,Indore,Madhya Pradesh,313412000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Anil Malviya,9834060411,Anil Malviya,Father
327,MRS-0327,Class 6,Vikas Verma,Verma,Vijay Verma,Poonam Verma,41377,41377,Indore,Indore,Madhya Pradesh,614898000000,ST,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Vijay Verma,9165912909,Vijay Verma,Father
328,MRS-0328,Class 6,Priya Verma,Verma,Vijay Verma,Sarla Verma,40853,40853,Indore,Indore,Madhya Pradesh,554736000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Vijay Verma,9731283259,Vijay Verma,Father
329,MRS-0329,Class 6,Pranav Sharma,Sharma,Sanjay Sharma,Geeta Sharma,41981,41981,Indore,Indore,Madhya Pradesh,661222000000,SC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Sharma,9347649977,Sanjay Sharma,Father
330,MRS-0330,Class 6,Aarti Verma,Verma,Mahesh Verma,Rekha Verma,40758,40758,Indore,Indore,Madhya Pradesh,881033000000,ST,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Verma,9893601286,Mahesh Verma,Father
331,MRS-0331,Class 7,Kunal Agarwal,Agarwal,Deepak Agarwal,Vinita Agarwal,40315,40315,Indore,Indore,Madhya Pradesh,360236000000,OBC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Deepak Agarwal,9623179437,Deepak Agarwal,Father
332,MRS-0332,Class 7,Neha Malviya,Malviya,Rakesh Malviya,Vinita Malviya,41357,41357,Indore,Indore,Madhya Pradesh,954096000000,OBC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Malviya,9186354574,Rakesh Malviya,Father
333,MRS-0333,Class 7,Rohit Jain,Jain,Rakesh Jain,Sarla Jain,41554,41554,Indore,Indore,Madhya Pradesh,597528000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Jain,9906043501,Rakesh Jain,Father
334,MRS-0334,Class 7,Nikhil Patel,Patel,Sanjay Patel,Kiran Patel,41393,41393,Indore,Indore,Madhya Pradesh,529176000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Patel,9136814868,Sanjay Patel,Father
335,MRS-0335,Class 7,Nikhil Jain,Jain,Manoj Jain,Poonam Jain,40860,40860,Indore,Indore,Madhya Pradesh,958314000000,OBC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Manoj Jain,9751376468,Manoj Jain,Father
336,MRS-0336,Class 7,Ankit Sharma,Sharma,Rakesh Sharma,Sunita Sharma,40771,40771,Indore,Indore,Madhya Pradesh,938220000000,General,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Sharma,9507710753,Rakesh Sharma,Father
337,MRS-0337,Class 7,Aarti Jain,Jain,Manoj Jain,Lata Jain,41068,41068,Indore,Indore,Madhya Pradesh,618982000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Manoj Jain,9559506816,Manoj Jain,Father
338,MRS-0338,Class 7,Vikas Yadav,Yadav,Rakesh Yadav,Seema Yadav,41240,41240,Indore,Indore,Madhya Pradesh,827542000000,ST,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Yadav,9373534989,Rakesh Yadav,Father
339,MRS-0339,Class 7,Rohit Verma,Verma,Rajesh Verma,Seema Verma,41597,41597,Indore,Indore,Madhya Pradesh,302814000000,General,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Verma,9122864302,Rajesh Verma,Father
340,MRS-0340,Class 7,Riya Jain,Jain,Sanjay Jain,Poonam Jain,40875,40875,Indore,Indore,Madhya Pradesh,338924000000,SC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Jain,9125160234,Sanjay Jain,Father
341,MRS-0341,Class 7,Rohit Mishra,Mishra,Sanjay Mishra,Poonam Mishra,41201,41201,Indore,Indore,Madhya Pradesh,202582000000,General,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Mishra,9290695387,Sanjay Mishra,Father
342,MRS-0342,Class 7,Pooja Choudhary,Choudhary,Rajesh Choudhary,Geeta Choudhary,41539,41539,Indore,Indore,Madhya Pradesh,590090000000,General,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Choudhary,9632450382,Rajesh Choudhary,Father
343,MRS-0343,Class 7,Pooja Sharma,Sharma,Manoj Sharma,Rekha Sharma,41258,41258,Indore,Indore,Madhya Pradesh,578789000000,OBC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Manoj Sharma,9322480163,Manoj Sharma,Father
344,MRS-0344,Class 7,Kavita Patel,Patel,Deepak Patel,Rekha Patel,40846,40846,Indore,Indore,Madhya Pradesh,675527000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Deepak Patel,9227966353,Deepak Patel,Father
345,MRS-0345,Class 7,Aman Gupta,Gupta,Rajesh Gupta,Vinita Gupta,41602,41602,Indore,Indore,Madhya Pradesh,481438000000,General,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Gupta,9837598653,Rajesh Gupta,Father
346,MRS-0346,Class 7,Aman Gupta,Gupta,Ashok Gupta,Kiran Gupta,41483,41483,Indore,Indore,Madhya Pradesh,583915000000,ST,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Ashok Gupta,9363936951,Ashok Gupta,Father
347,MRS-0347,Class 7,Aman Verma,Verma,Prakash Verma,Poonam Verma,40379,40379,Indore,Indore,Madhya Pradesh,230098000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Prakash Verma,9716676841,Prakash Verma,Father
348,MRS-0348,Class 7,Kavita Jain,Jain,Mahesh Jain,Geeta Jain,41500,41500,Indore,Indore,Madhya Pradesh,598620000000,OBC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Jain,9948485388,Mahesh Jain,Father
349,MRS-0349,Class 7,Aman Choudhary,Choudhary,Anil Choudhary,Sunita Choudhary,41265,41265,Indore,Indore,Madhya Pradesh,240644000000,General,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Anil Choudhary,9580636859,Anil Choudhary,Father
350,MRS-0350,Class 7,Komal Choudhary,Choudhary,Rajesh Choudhary,Kiran Choudhary,41497,41497,Indore,Indore,Madhya Pradesh,982828000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Choudhary,9734769442,Rajesh Choudhary,Father
351,MRS-0351,Class 7,Rohit Agarwal,Agarwal,Deepak Agarwal,Meena Agarwal,41591,41591,Indore,Indore,Madhya Pradesh,759872000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Deepak Agarwal,9202692317,Deepak Agarwal,Father
352,MRS-0352,Class 7,Riya Sharma,Sharma,Deepak Sharma,Vinita Sharma,41478,41478,Indore,Indore,Madhya Pradesh,821811000000,OBC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Deepak Sharma,9436295283,Deepak Sharma,Father
353,MRS-0353,Class 7,Priya Choudhary,Choudhary,Deepak Choudhary,Sunita Choudhary,40363,40363,Indore,Indore,Madhya Pradesh,845274000000,SC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Deepak Choudhary,9774671505,Deepak Choudhary,Father
354,MRS-0354,Class 7,Pranav Sharma,Sharma,Ashok Sharma,Sarla Sharma,40355,40355,Indore,Indore,Madhya Pradesh,204330000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Ashok Sharma,9574686541,Ashok Sharma,Father
355,MRS-0355,Class 7,Aarti Malviya,Malviya,Deepak Malviya,Seema Malviya,40908,40908,Indore,Indore,Madhya Pradesh,881091000000,General,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Deepak Malviya,9825588335,Deepak Malviya,Father
356,MRS-0356,Class 7,Aakash Yadav,Yadav,Vijay Yadav,Geeta Yadav,40909,40909,Indore,Indore,Madhya Pradesh,643744000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Vijay Yadav,9346883855,Vijay Yadav,Father
357,MRS-0357,Class 7,Shreya Choudhary,Choudhary,Rakesh Choudhary,Sunita Choudhary,40372,40372,Indore,Indore,Madhya Pradesh,342088000000,OBC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Choudhary,9826759052,Rakesh Choudhary,Father
358,MRS-0358,Class 7,Nikhil Yadav,Yadav,Prakash Yadav,Meena Yadav,41022,41022,Indore,Indore,Madhya Pradesh,860596000000,ST,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Prakash Yadav,9488880631,Prakash Yadav,Father
359,MRS-0359,Class 7,Anjali Jain,Jain,Rakesh Jain,Meena Jain,40437,40437,Indore,Indore,Madhya Pradesh,544253000000,OBC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Jain,9413348366,Rakesh Jain,Father
360,MRS-0360,Class 7,Anjali Agarwal,Agarwal,Anil Agarwal,Meena Agarwal,40711,40711,Indore,Indore,Madhya Pradesh,516710000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Anil Agarwal,9715133136,Anil Agarwal,Father
361,MRS-0361,Class 7,Aman Gupta,Gupta,Ashok Gupta,Sunita Gupta,41421,41421,Indore,Indore,Madhya Pradesh,828079000000,ST,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Ashok Gupta,9991910143,Ashok Gupta,Father
362,MRS-0362,Class 7,Aakash Choudhary,Choudhary,Vijay Choudhary,Sunita Choudhary,40460,40460,Indore,Indore,Madhya Pradesh,536968000000,ST,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Vijay Choudhary,9504324402,Vijay Choudhary,Father
363,MRS-0363,Class 7,Ankit Patel,Patel,Anil Patel,Poonam Patel,41096,41096,Indore,Indore,Madhya Pradesh,503489000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Anil Patel,9765071823,Anil Patel,Father
364,MRS-0364,Class 7,Pranav Choudhary,Choudhary,Mahesh Choudhary,Rekha Choudhary,41347,41347,Indore,Indore,Madhya Pradesh,262743000000,SC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Choudhary,9166579914,Mahesh Choudhary,Father
365,MRS-0365,Class 7,Rahul Malviya,Malviya,Mahesh Malviya,Rekha Malviya,40281,40281,Indore,Indore,Madhya Pradesh,446669000000,ST,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Malviya,9773758604,Mahesh Malviya,Father
366,MRS-0366,Class 7,Komal Jain,Jain,Mahesh Jain,Rekha Jain,40421,40421,Indore,Indore,Madhya Pradesh,336421000000,OBC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Jain,9577381806,Mahesh Jain,Father
367,MRS-0367,Class 7,Ankit Malviya,Malviya,Anil Malviya,Seema Malviya,40444,40444,Indore,Indore,Madhya Pradesh,817237000000,SC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Anil Malviya,9808432392,Anil Malviya,Father
368,MRS-0368,Class 7,Suresh Verma,Verma,Sanjay Verma,Lata Verma,41545,41545,Indore,Indore,Madhya Pradesh,250179000000,ST,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Verma,9338907412,Sanjay Verma,Father
369,MRS-0369,Class 7,Ankit Malviya,Malviya,Prakash Malviya,Meena Malviya,40527,40527,Indore,Indore,Madhya Pradesh,260813000000,OBC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Prakash Malviya,9937413381,Prakash Malviya,Father
370,MRS-0370,Class 7,Riya Sharma,Sharma,Deepak Sharma,Sarla Sharma,41263,41263,Indore,Indore,Madhya Pradesh,311737000000,SC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Deepak Sharma,9488251459,Deepak Sharma,Father
371,MRS-0371,Class 7,Nikhil Patel,Patel,Rakesh Patel,Meena Patel,41360,41360,Indore,Indore,Madhya Pradesh,745616000000,SC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Patel,9966504219,Rakesh Patel,Father
372,MRS-0372,Class 7,Riya Mishra,Mishra,Manoj Mishra,Geeta Mishra,40639,40639,Indore,Indore,Madhya Pradesh,744821000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Manoj Mishra,9376547096,Manoj Mishra,Father
373,MRS-0373,Class 7,Neha Verma,Verma,Manoj Verma,Sunita Verma,40249,40249,Indore,Indore,Madhya Pradesh,696543000000,General,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Manoj Verma,9300869242,Manoj Verma,Father
374,MRS-0374,Class 7,Aman Sharma,Sharma,Mahesh Sharma,Poonam Sharma,40376,40376,Indore,Indore,Madhya Pradesh,343455000000,ST,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Sharma,9695513630,Mahesh Sharma,Father
375,MRS-0375,Class 7,Rahul Sharma,Sharma,Mahesh Sharma,Rekha Sharma,40534,40534,Indore,Indore,Madhya Pradesh,799343000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Sharma,9233843323,Mahesh Sharma,Father
376,MRS-0376,Class 7,Pooja Agarwal,Agarwal,Deepak Agarwal,Kiran Agarwal,40655,40655,Indore,Indore,Madhya Pradesh,626825000000,OBC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Deepak Agarwal,9149237612,Deepak Agarwal,Father
377,MRS-0377,Class 7,Kavita Yadav,Yadav,Mahesh Yadav,Vinita Yadav,40891,40891,Indore,Indore,Madhya Pradesh,497947000000,ST,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Yadav,9216707379,Mahesh Yadav,Father
378,MRS-0378,Class 7,Neha Patel,Patel,Anil Patel,Vinita Patel,41138,41138,Indore,Indore,Madhya Pradesh,818967000000,OBC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Anil Patel,9977043170,Anil Patel,Father
379,MRS-0379,Class 7,Vikas Mishra,Mishra,Mahesh Mishra,Poonam Mishra,40708,40708,Indore,Indore,Madhya Pradesh,304957000000,ST,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Mishra,9943235553,Mahesh Mishra,Father
380,MRS-0380,Class 7,Anjali Yadav,Yadav,Vijay Yadav,Sarla Yadav,40748,40748,Indore,Indore,Madhya Pradesh,867962000000,SC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Vijay Yadav,9530802776,Vijay Yadav,Father
381,MRS-0381,Class 7,Aarti Gupta,Gupta,Anil Gupta,Lata Gupta,40302,40302,Indore,Indore,Madhya Pradesh,791188000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Anil Gupta,9103973378,Anil Gupta,Father
382,MRS-0382,Class 7,Nikhil Yadav,Yadav,Rajesh Yadav,Meena Yadav,41451,41451,Indore,Indore,Madhya Pradesh,789870000000,ST,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Yadav,9362843874,Rajesh Yadav,Father
383,MRS-0383,Class 7,Komal Yadav,Yadav,Deepak Yadav,Seema Yadav,41245,41245,Indore,Indore,Madhya Pradesh,136553000000,General,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Deepak Yadav,9532469088,Deepak Yadav,Father
384,MRS-0384,Class 7,Komal Patel,Patel,Deepak Patel,Poonam Patel,41514,41514,Indore,Indore,Madhya Pradesh,446679000000,SC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Deepak Patel,9362561820,Deepak Patel,Father
385,MRS-0385,Class 7,Nikhil Sharma,Sharma,Vijay Sharma,Poonam Sharma,40295,40295,Indore,Indore,Madhya Pradesh,470583000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Vijay Sharma,9823278469,Vijay Sharma,Father
386,MRS-0386,Class 8,Rohit Malviya,Malviya,Prakash Malviya,Poonam Malviya,40881,40881,Indore,Indore,Madhya Pradesh,783627000000,SC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Prakash Malviya,9726645027,Prakash Malviya,Father
387,MRS-0387,Class 8,Vikas Gupta,Gupta,Ashok Gupta,Rekha Gupta,39891,39891,Indore,Indore,Madhya Pradesh,700319000000,ST,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Ashok Gupta,9504688016,Ashok Gupta,Father
388,MRS-0388,Class 8,Pooja Gupta,Gupta,Mahesh Gupta,Meena Gupta,40114,40114,Indore,Indore,Madhya Pradesh,542773000000,OBC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Gupta,9534221966,Mahesh Gupta,Father
389,MRS-0389,Class 8,Pranav Mishra,Mishra,Rajesh Mishra,Geeta Mishra,40099,40099,Indore,Indore,Madhya Pradesh,653211000000,SC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Mishra,9642872711,Rajesh Mishra,Father
390,MRS-0390,Class 8,Aarti Patel,Patel,Rakesh Patel,Seema Patel,40838,40838,Indore,Indore,Madhya Pradesh,724575000000,SC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Patel,9734448278,Rakesh Patel,Father
